trait_abbr	trait_code	index	trait	category	num_cases	num_cases_prev	num_controls	num_gw_significant	num_gw_significant_prev	lambda	url
D3_ANAEMIA_IRONDEF	FinnGen_D3_ANAEMIA_IRONDEF_222	222	Iron deficiency anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	17111	15153.0	433007	20	15.0	1.0476	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_ANAEMIA_IRONDEF.FINEMAP.snp.bgz
D3_ANAEMIA_IRONDEF_BLOODLOSS	FinnGen_D3_ANAEMIA_IRONDEF_BLOODLOSS_223	223	Iron deficiency anaemia secondary to blood loss (chronic)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	5949	5343.0	433007	6	6.0	1.0256	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_ANAEMIA_IRONDEF_BLOODLOSS.FINEMAP.snp.bgz
D3_ANAEMIA_IRONDEF_NAS	FinnGen_D3_ANAEMIA_IRONDEF_NAS_224	224	Other and unspecified iron deficiency	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	12886	11336.0	433007	17	12.0	1.0478	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_ANAEMIA_IRONDEF_NAS.FINEMAP.snp.bgz
D3_BLOODOTHER	FinnGen_D3_BLOODOTHER_225	225	Other diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	8243	7442.0	445490	5	5.0	1.0157	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_BLOODOTHER.FINEMAP.snp.bgz
D3_COAGDEF	FinnGen_D3_COAGDEF_226	226	Chronic Coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	789	697.0	452944	29	26.0	0.98132	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_COAGDEF.FINEMAP.snp.bgz
D3_COAGDEFNAS	FinnGen_D3_COAGDEFNAS_227	227	Other and unspecified coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1569	1375.0	446531	41	39.0	1.0233	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_COAGDEFNAS.FINEMAP.snp.bgz
D3_COAGDEF_PURPUR_HAEMORRHAGIC	FinnGen_D3_COAGDEF_PURPUR_HAEMORRHAGIC_228	228	Coagulation defects, purpura and other haemorrhagic conditions	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	7202	6419.0	446531	30	30.0	1.0348	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_COAGDEF_PURPUR_HAEMORRHAGIC.FINEMAP.snp.bgz
D3_COAGOTHER	FinnGen_D3_COAGOTHER_229	229	Other coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2441	2154.0	446531	44	43.0	1.0426	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_COAGOTHER.FINEMAP.snp.bgz
D3_COMPLEMENTDEF	FinnGen_D3_COMPLEMENTDEF_230	230	Defects in the complement system	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	207	186.0	446523	1	0.0	0.69273	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_COMPLEMENTDEF.FINEMAP.snp.bgz
D3_DEF_IGG	FinnGen_D3_DEF_IGG_231	231	Selective deficiency of immunoglobulin G [IgG] subclasses	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	213	200.0	446523	1	2.0	0.69516	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_DEF_IGG.FINEMAP.snp.bgz
D3_HAEMOLYTICANAEMIA	FinnGen_D3_HAEMOLYTICANAEMIA_232	232	Haemolytic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1015	911.0	452718	1	2.0	0.99241	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_HAEMOLYTICANAEMIA.FINEMAP.snp.bgz
D3_HEREDHYPOGAMMA	FinnGen_D3_HEREDHYPOGAMMA_233	233	Hereditary hypogammaglobulinemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	110	105.0	446523	1	1.0	0.51984	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_HEREDHYPOGAMMA.FINEMAP.snp.bgz
D3_HEREDOTHCLOFACTORS	FinnGen_D3_HEREDOTHCLOFACTORS_234	234	Hereditary deficiency of other clotting factors	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	281	242.0	446531	31	30.0	0.76247	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_HEREDOTHCLOFACTORS.FINEMAP.snp.bgz
D3_IMMUDEFANTIBODYNAS	FinnGen_D3_IMMUDEFANTIBODYNAS_235	235	Other and unspecified immunodeficiencies with predominantly antibody defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	388	357.0	446523	1	0.0	0.84861	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_IMMUDEFANTIBODYNAS.FINEMAP.snp.bgz
D3_IMMUNEMECHANISM	FinnGen_D3_IMMUNEMECHANISM_236	236	Certain disorders involving the immune mechanism	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	7210	6561.0	446523	13	15.0	1.0537	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_IMMUNEMECHANISM.FINEMAP.snp.bgz
D3_ITP	FinnGen_D3_ITP_237	237	Idiopathic thrombocytopenic purpura	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	968	882.0	446531	1	1.0	0.98092	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_ITP.FINEMAP.snp.bgz
D3_NONHEREDHYPOGAMMA	FinnGen_D3_NONHEREDHYPOGAMMA_238	238	Nonhereditary hypogammaglobulinemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	321	295.0	446523	2	2.0	0.79688	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_NONHEREDHYPOGAMMA.FINEMAP.snp.bgz
D3_OTHERBLOOD	FinnGen_D3_OTHERBLOOD_239	239	Other diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2275	2059.0	445490	4	3.0	1.0222	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_OTHERBLOOD.FINEMAP.snp.bgz
D3_OTHPRIMTHROMBOCYTOPENIA	FinnGen_D3_OTHPRIMTHROMBOCYTOPENIA_240	240	Other primary thrombocytopenia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	116	105.0	446531	1	1.0	0.5465	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_OTHPRIMTHROMBOCYTOPENIA.FINEMAP.snp.bgz
D3_SARCOIDOSIS	FinnGen_D3_SARCOIDOSIS_241	241	Sarcoidosis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	4854	4399.0	446523	22	19.0	1.0599	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_SARCOIDOSIS.FINEMAP.snp.bgz
D3_VONVILLEBRAND	FinnGen_D3_VONVILLEBRAND_242	242	Von Willebrand disease	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	424	376.0	446531	7	4.0	0.86493	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_VONVILLEBRAND.FINEMAP.snp.bgz
DEATH	FinnGen_DEATH_243	243	Any death	Common endpoint	50511	48208.0	403222	4	7.0	1.0948	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DEATH.FINEMAP.snp.bgz
DENTAL_TMD	FinnGen_DENTAL_TMD_244	244	TMD related pain	Dental endpoints	1127	11592.0	452606	1	0.0	0.99713	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DENTAL_TMD.FINEMAP.snp.bgz
DERMATOPOLY_FG	FinnGen_DERMATOPOLY_FG_245	245	Dermatopolymyositis (FG)	Rheuma endpoints	459	430.0	341375	4	5.0	0.8771	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DERMATOPOLY_FG.FINEMAP.snp.bgz
DM_MACULOPATHY	FinnGen_DM_MACULOPATHY_246	246	Diabetic maculopathy	Diabetes endpoints	4248		71596	6		1.0494	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DM_MACULOPATHY.FINEMAP.snp.bgz
DM_NEPHROPATHY_EXMORE	FinnGen_DM_NEPHROPATHY_EXMORE_247	247	Diabetic nephropathy (more control exclusions)	Diabetes endpoints	5042		51410	4		1.054	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DM_NEPHROPATHY_EXMORE.FINEMAP.snp.bgz
DM_NEUROPATHY	FinnGen_DM_NEUROPATHY_248	248	Diabetic neuropathy	Diabetes endpoints	3503		51410	2		1.0601	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DM_NEUROPATHY.FINEMAP.snp.bgz
DM_RETINOPATHY	FinnGen_DM_RETINOPATHY_249	249	Diabetic retinopathy	Diabetes endpoints	12681		71596	10		1.0426	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DM_RETINOPATHY.FINEMAP.snp.bgz
DM_RETINOPATHY_EXMORE	FinnGen_DM_RETINOPATHY_EXMORE_250	250	Diabetic retinopathy (more control exclusions)	Diabetes endpoints	12681		51410	10		1.047	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DM_RETINOPATHY_EXMORE.FINEMAP.snp.bgz
DM_RETINOPATHY_STRICT	FinnGen_DM_RETINOPATHY_STRICT_251	251	Diabetic retinopathy	Diabetes endpoints	3283		71585	4		1.0403	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DM_RETINOPATHY_STRICT.FINEMAP.snp.bgz
DRUGADVERS_TREMOR	FinnGen_DRUGADVERS_TREMOR_252	252	Drug-induced tremor	VI Diseases of the nervous system (G6_)	183	164.0	453550	2	0.0	0.64448	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DRUGADVERS_TREMOR.FINEMAP.snp.bgz
DRY_AMD	FinnGen_DRY_AMD_253	253	Dry age-related macular degeneration (includes geographic atrophy)	VII Diseases of the eye and adnexa (H7_)	7589	6651.0	298486	27	28.0	1.0673	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DRY_AMD.FINEMAP.snp.bgz
E4_ADDISON	FinnGen_E4_ADDISON_254	254	Adrenocortical insufficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	1116	1002.0	434894	4	6.0	0.99352	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_ADDISON.FINEMAP.snp.bgz
E4_ADREACT	FinnGen_E4_ADREACT_255	255	Other adrenocortical overactivity	IV Endocrine, nutritional and metabolic diseases (E4_)	181	165.0	434894	1	0.0	0.66203	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_ADREACT.FINEMAP.snp.bgz
E4_AMINO	FinnGen_E4_AMINO_256	256	Other disorders of amino-acid metabolism	IV Endocrine, nutritional and metabolic diseases (E4_)	152	141.0	384093	1	1.0	0.59695	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_AMINO.FINEMAP.snp.bgz
E4_AMINOTRANSPORT	FinnGen_E4_AMINOTRANSPORT_257	257	Disorders of amino-acid transport	IV Endocrine, nutritional and metabolic diseases (E4_)	53		384093	1		0.35131	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_AMINOTRANSPORT.FINEMAP.snp.bgz
E4_AMYLNAS	FinnGen_E4_AMYLNAS_258	258	Amyloidosis, other/unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	492	448.0	384093	18	17.0	0.8695	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_AMYLNAS.FINEMAP.snp.bgz
E4_AMYL_SCNDSYST	FinnGen_E4_AMYL_SCNDSYST_259	259	Secondary systemic amyloidosis	IV Endocrine, nutritional and metabolic diseases (E4_)	96	91.0	384093	1	0.0	0.4887	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_AMYL_SCNDSYST.FINEMAP.snp.bgz
E4_ANTIDIU	FinnGen_E4_ANTIDIU_260	260	Syndrome of inappropriate secretion of antidiuretic hormone	IV Endocrine, nutritional and metabolic diseases (E4_)	149	133.0	434894	1	1.0	0.59528	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_ANTIDIU.FINEMAP.snp.bgz
E4_CARBO	FinnGen_E4_CARBO_261	261	Other disorders of carbohydrate metabolism	IV Endocrine, nutritional and metabolic diseases (E4_)	153	143.0	384093	3	3.0	0.60858	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_CARBO.FINEMAP.snp.bgz
E4_CARCISDR	FinnGen_E4_CARCISDR_262	262	Carcinoid syndrome	IV Endocrine, nutritional and metabolic diseases (E4_)	279	259.0	434894	2	2.0	0.76372	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_CARCISDR.FINEMAP.snp.bgz
E4_CONGEIOD	FinnGen_E4_CONGEIOD_263	263	Congenital iodine-deficiency syndrome/hypothyroidism	IV Endocrine, nutritional and metabolic diseases (E4_)	1006	935.0	385630	4	3.0	0.98424	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_CONGEIOD.FINEMAP.snp.bgz
E4_CUSHING	FinnGen_E4_CUSHING_264	264	Cushing syndrome	IV Endocrine, nutritional and metabolic diseases (E4_)	344	326.0	434894	2	2.0	0.81401	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_CUSHING.FINEMAP.snp.bgz
E4_CYSTFIBRO	FinnGen_E4_CYSTFIBRO_265	265	Cystic fibrosis	IV Endocrine, nutritional and metabolic diseases (E4_)	76	70.0	384093	16	16.0	0.43789	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_CYSTFIBRO.FINEMAP.snp.bgz
E4_DISPUB	FinnGen_E4_DISPUB_266	266	Disorders of puberty	IV Endocrine, nutritional and metabolic diseases (E4_)	524	461.0	434894	7	0.0	0.90549	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_DISPUB.FINEMAP.snp.bgz
E4_DYSPOLYGL	FinnGen_E4_DYSPOLYGL_267	267	Polyglandular dysfunction	IV Endocrine, nutritional and metabolic diseases (E4_)	73	71.0	434894	3	3.0	0.42818	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_DYSPOLYGL.FINEMAP.snp.bgz
E4_ENDODIS	FinnGen_E4_ENDODIS_268	268	Other endocrine disorders	IV Endocrine, nutritional and metabolic diseases (E4_)	1883	1701.0	434894	3	0.0	1.0052	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_ENDODIS.FINEMAP.snp.bgz
E4_ENDOGLAND	FinnGen_E4_ENDOGLAND_269	269	Disorders of other endocrine glands	IV Endocrine, nutritional and metabolic diseases (E4_)	18839	16892.0	434894	7	6.0	1.0368	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_ENDOGLAND.FINEMAP.snp.bgz
E4_ENDOMETPOSTOP	FinnGen_E4_ENDOMETPOSTOP_270	270	Postprocedural endocrine and metabolic disorders, not elsewhere classified	IV Endocrine, nutritional and metabolic diseases (E4_)	4403	3852.0	384093	8	5.0	1.0443	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_ENDOMETPOSTOP.FINEMAP.snp.bgz
E4_FE_DEF	FinnGen_E4_FE_DEF_271	271	Iron deficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	609	437.0	424573	3	1.0	0.92562	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_FE_DEF.FINEMAP.snp.bgz
E4_FH	FinnGen_E4_FH_272	272	Familial hypercholesterolemia	IV Endocrine, nutritional and metabolic diseases (E4_)	5834	5344.0	384093	30	28.0	1.0651	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_FH.FINEMAP.snp.bgz
E4_FH_IHD	FinnGen_E4_FH_IHD_273	273	Familial hypercholesterolemia, with ischemic heart disease	IV Endocrine, nutritional and metabolic diseases (E4_)	3228	2959.0	378141	18	15.0	1.0596	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_FH_IHD.FINEMAP.snp.bgz
E4_FLUIDELECTRO	FinnGen_E4_FLUIDELECTRO_274	274	Other disorders of fluid, electrolyte and acid-base balance	IV Endocrine, nutritional and metabolic diseases (E4_)	11929	10530.0	384093	3	4.0	1.0407	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_FLUIDELECTRO.FINEMAP.snp.bgz
E4_GILBERT	FinnGen_E4_GILBERT_275	275	Gilbert syndrome	IV Endocrine, nutritional and metabolic diseases (E4_)	229	205.0	384093	2	2.0	0.71279	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_GILBERT.FINEMAP.snp.bgz
E4_GLUCOPANCREAS	FinnGen_E4_GLUCOPANCREAS_276	276	Other disorders of glucose regulation and pancreatic internal secretion	IV Endocrine, nutritional and metabolic diseases (E4_)	3087	2788.0	450646	3	4.0	1.0246	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_GLUCOPANCREAS.FINEMAP.snp.bgz
E4_GOITREDIFF	FinnGen_E4_GOITREDIFF_277	277	Nontoxic diffuse goitre	IV Endocrine, nutritional and metabolic diseases (E4_)	1007	906.0	385630	5	3.0	0.99342	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_GOITREDIFF.FINEMAP.snp.bgz
E4_GOITREMULTINOD	FinnGen_E4_GOITREMULTINOD_278	278	Nontoxic multinodular goitre	IV Endocrine, nutritional and metabolic diseases (E4_)	7423	6699.0	385630	61	54.0	1.0763	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_GOITREMULTINOD.FINEMAP.snp.bgz
E4_GOITRENAS	FinnGen_E4_GOITRENAS_279	279	Other and/or unspecified nontoxic goitre	IV Endocrine, nutritional and metabolic diseases (E4_)	2804	2543.0	385630	12	12.0	1.043	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_GOITRENAS.FINEMAP.snp.bgz
E4_GOITRENOD	FinnGen_E4_GOITRENOD_280	280	Nontoxic single thyroid nodule	IV Endocrine, nutritional and metabolic diseases (E4_)	2476	2203.0	385630	3	2.0	1.0234	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_GOITRENOD.FINEMAP.snp.bgz
E4_GRAVES_STRICT	FinnGen_E4_GRAVES_STRICT_281	281	Graves disease, strict definition	IV Endocrine, nutritional and metabolic diseases (E4_)	3437	3176.0	450296	22	16.0	1.0519	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_GRAVES_STRICT.FINEMAP.snp.bgz
E4_HYPERALDO	FinnGen_E4_HYPERALDO_282	282	Hyperaldosteronism	IV Endocrine, nutritional and metabolic diseases (E4_)	823	744.0	434894	2	2.0	0.97017	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_HYPERALDO.FINEMAP.snp.bgz
E4_HYPERCHOL	FinnGen_E4_HYPERCHOL_283	283	Pure hypercholesterolaemia	IV Endocrine, nutritional and metabolic diseases (E4_)	36338	30214.0	384093	62	52.0	1.1144	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_HYPERCHOL.FINEMAP.snp.bgz
E4_HYPERGLYCER	FinnGen_E4_HYPERGLYCER_284	284	Pure hyperglyceridaemia	IV Endocrine, nutritional and metabolic diseases (E4_)	707	629.0	384093	1	1.0	0.95007	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_HYPERGLYCER.FINEMAP.snp.bgz
E4_HYPERLIPMIX	FinnGen_E4_HYPERLIPMIX_285	285	Mixed hyperlipidaemia	IV Endocrine, nutritional and metabolic diseases (E4_)	1340	1184.0	384093	6	5.0	1.0095	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_HYPERLIPMIX.FINEMAP.snp.bgz
E4_HYPERLIPNAS	FinnGen_E4_HYPERLIPNAS_286	286	Hyperlipidaemia, other/unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	15522	13657.0	384093	27	20.0	1.0764	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_HYPERLIPNAS.FINEMAP.snp.bgz
E4_HYPERPARA	FinnGen_E4_HYPERPARA_287	287	Hyperparathyroidism	IV Endocrine, nutritional and metabolic diseases (E4_)	6684	6094.0	434894	13	15.0	1.0435	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_HYPERPARA.FINEMAP.snp.bgz
E4_HYPOOSMNAT	FinnGen_E4_HYPOOSMNAT_288	288	Hypo-osmolality and hyponatraemia	IV Endocrine, nutritional and metabolic diseases (E4_)	6271	5572.0	384093	4	4.0	1.0455	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_HYPOOSMNAT.FINEMAP.snp.bgz
E4_HYPOPARA	FinnGen_E4_HYPOPARA_289	289	Hypoparathyroidism	IV Endocrine, nutritional and metabolic diseases (E4_)	1092	1032.0	434894	1	1.0	0.98496	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_HYPOPARA.FINEMAP.snp.bgz
E4_IRON_MET	FinnGen_E4_IRON_MET_290	290	Disorders of iron metabolism	IV Endocrine, nutritional and metabolic diseases (E4_)	425	358.0	384093	13	14.0	0.85569	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_IRON_MET.FINEMAP.snp.bgz
E4_LACTOCON	FinnGen_E4_LACTOCON_291	291	Congenital lactase deficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	69	61.0	384093	2	1.0	0.42083	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_LACTOCON.FINEMAP.snp.bgz
E4_LACTONAS	FinnGen_E4_LACTONAS_292	292	Lactose intolerance, other/unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	913	797.0	384093	5	5.0	0.9748	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_LACTONAS.FINEMAP.snp.bgz
E4_LIPOPROT	FinnGen_E4_LIPOPROT_293	293	Disorders of lipoprotein metabolism and other lipidaemias	IV Endocrine, nutritional and metabolic diseases (E4_)	50955	43197.0	384093	80	55.0	1.1427	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_LIPOPROT.FINEMAP.snp.bgz
E4_LIPOPROTNAS	FinnGen_E4_LIPOPROTNAS_294	294	Disorder of lipoprotein metabolism, unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	4894	4383.0	384093	9	10.0	1.0476	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_LIPOPROTNAS.FINEMAP.snp.bgz
E4_METABOLIA	FinnGen_E4_METABOLIA_295	295	Metabolic disorders	IV Endocrine, nutritional and metabolic diseases (E4_)	69640	59949.0	384093	54	46.0	1.1151	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_METABOLIA.FINEMAP.snp.bgz
E4_METABONAS	FinnGen_E4_METABONAS_296	296	Metabolic disorder, other/unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	87	79.0	384093	3	1.0	0.45707	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_METABONAS.FINEMAP.snp.bgz
E4_MINERAL_METNAS	FinnGen_E4_MINERAL_METNAS_297	297	Disorder of mineral metabolism, other/unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	70	67.0	384093	1	1.0	0.4277	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_MINERAL_METNAS.FINEMAP.snp.bgz
E4_NONTOXIC_THYROID	FinnGen_E4_NONTOXIC_THYROID_298	298	Nontoxic goitre/thyroid nodule	IV Endocrine, nutritional and metabolic diseases (E4_)	11446	10312.0	442287	69	62.0	1.089	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_NONTOXIC_THYROID.FINEMAP.snp.bgz
E4_OBESITY	FinnGen_E4_OBESITY_299	299	Obesity	IV Endocrine, nutritional and metabolic diseases (E4_)	27711	23971.0	425881	65	57.0	1.2064	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_OBESITY.FINEMAP.snp.bgz
E4_OBESITYCAL	FinnGen_E4_OBESITYCAL_300	300	Obesity due to excess calories	IV Endocrine, nutritional and metabolic diseases (E4_)	19661	16976.0	426022	36	25.0	1.1673	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_OBESITYCAL.FINEMAP.snp.bgz
E4_OBESITYNAS	FinnGen_E4_OBESITYNAS_301	301	Obesity, other/unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	14035	12288.0	426022	28	19.0	1.1529	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_OBESITYNAS.FINEMAP.snp.bgz
E4_OBESITYXTRMALV	FinnGen_E4_OBESITYXTRMALV_302	302	Extreme obesity with alveolar hypoventilation	IV Endocrine, nutritional and metabolic diseases (E4_)	1289	1177.0	426022	1	1.0	1.0177	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_OBESITYXTRMALV.FINEMAP.snp.bgz
E4_OVARDYS	FinnGen_E4_OVARDYS_303	303	Ovarian dysfunction	IV Endocrine, nutritional and metabolic diseases (E4_)	2661	2309.0	241998	9	9.0	1.0438	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_OVARDYS.FINEMAP.snp.bgz
E4_OVARDYSNAS	FinnGen_E4_OVARDYSNAS_304	304	Ovarian dysfunction, other/unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	172	140.0	241998	1	1.0	0.64634	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_OVARDYSNAS.FINEMAP.snp.bgz
E4_OVARFAIL	FinnGen_E4_OVARFAIL_305	305	Primary ovarian failure	IV Endocrine, nutritional and metabolic diseases (E4_)	599	542.0	241998	1	1.0	0.93184	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_OVARFAIL.FINEMAP.snp.bgz
